Processes,N,Steps,Time
Processes=1 N=1000000 Steps=50 Time=0.029455
Processes=2 N=1000000 Steps=50 Time=0.016050
Processes=4 N=1000000 Steps=50 Time=0.008128
Processes=8 N=1000000 Steps=50 Time=0.004286
